Date,data,median,LB,UB
2024-07-14,145,184.54,155.83,213.25
2024-07-21,215,195.62,170.55,220.69
2024-07-28,259,206.71,184.97,228.44
2024-08-04,183,217.79,198.95,236.63
2024-08-11,234,228.87,212.24,245.51
2024-08-18,250,239.96,224.54,255.38
2024-08-25,251,251.04,235.62,266.46
2024-09-01,234,262.13,245.49,278.76
2024-09-08,292,273.21,254.37,292.05
2024-09-15,292,284.29,262.56,306.03
2024-09-22,289,295.38,270.31,320.45
2024-09-29,302,306.46,277.75,335.17
2024-10-06,NA,317.55,285.01,350.08
2024-10-13,NA,328.63,292.13,365.13
2024-10-20,NA,339.71,299.16,380.27
2024-10-27,NA,350.8,306.11,395.48
