Date,data,median,LB,UB
2024-07-14,145,184.55,134.35,232.36
2024-07-21,215,195.62,148.22,247.51
2024-07-28,259,206.69,156.62,255.96
2024-08-04,183,217.77,168.32,264.65
2024-08-11,234,228.84,184.04,275.9
2024-08-18,250,239.91,192.46,287.07
2024-08-25,251,250.98,202.22,297.62
2024-09-01,234,262.05,213.23,308.82
2024-09-08,292,273.12,227.19,325.1
2024-09-15,292,284.19,235.72,333.4
2024-09-22,289,295.26,248.49,342.1
2024-09-29,302,306.33,257.27,357.07
2024-10-06,NA,317.4,269.47,363.32
2024-10-13,NA,328.47,276.12,376.54
2024-10-20,NA,339.54,298.18,384.99
2024-10-27,NA,350.62,305.17,395.76
