year,month,day,data,median,LB,UB
2024,4,28,2,2,2,2
2024,5,5,6,4.01127173458554,-0,13.4025262388029
2024,5,12,6,4.39173873925823,-0,12.2247415854367
2024,5,19,1,4.53038345309874,-0,12.402755422681
2024,5,26,2,4.41849210800112,-0,12.1187017988581
2024,6,2,0,4.00788189927551,-0,11.5180791317342
2024,6,9,10,3.47825638434085,-0,11.2047466093086
2024,6,16,3,3.02962654130504,-0,10.7869842837944
2024,6,23,3,2.6747192790806,-0,10.4203481146722
2024,6,30,2,2.34342896057313,-0,9.99626528184641
2024,7,7,NaN,2.04946160462934,-0,10.3096271287253
2024,7,14,NaN,1.70236195549829,-0,10.2291105454236
2024,7,21,NaN,1.616245786775,-0,10.3807377124955
2024,7,28,NaN,1.5356227353428,-0,10.8338324890476
