month,day,data,median,LB,UB
4,28,2,2,2,2
5,5,6,4.02032280808376,-0,13.9022797222341
5,12,6,4.27404832269949,-0,12.056107614548
5,19,1,4.30877356544729,-0,12.2168550794857
5,26,2,4.15727390891276,-0,11.8398533100761
6,2,0,3.8976036624742,-0,11.5427892878189
6,9,10,3.41075620461146,-0,11.2605335270322
6,16,3,3.17491813570185,-0,10.7617805762222
6,23,3,2.69557822898468,-0,10.5922974231282
6,30,2,2.44845015818633,-0,10.2863976391279
7,7,NaN,2.1660919691805,-0,10.7187354432696
7,14,NaN,1.97210242739284,-0,10.847178107062
7,21,NaN,1.79859541005864,-0,11.2155018513516
7,28,NaN,1.79065361633062,-0,11.7079758334179
