Date,data,median,LB,UB
2024-03-17,16,16,16,16
2024-03-24,23,12.80439897,0,30.97424124
2024-03-31,8,13.13666694,0,30.0988946
2024-04-07,12,13.39698467,0,30.13332971
2024-04-14,13,13.23496866,0,29.80033444
2024-04-21,0,12.6953931,0,29.43459225
2024-04-28,19,12.2914367,0,28.22709715
2024-05-05,15,11.65885788,0,27.6641225
2024-05-12,8,10.72360039,0,27.92235268
2024-05-19,12,10.23453537,0,27.59041759
2024-05-26,NaN,9.64547148,0,28.671668
2024-06-02,NaN,9.351526974,0,30.51465934
2024-06-09,NaN,9.109168265,0,31.83339861
2024-06-16,NaN,8.466088917,0,34.44765112
