Date,data,median,LB,UB
2024-05-05,30,29.99,24.7,35.28
2024-05-12,25,25.07,19.88,30.25
2024-05-19,17,16.81,11.73,21.88
2024-05-26,12,12.36,7.68,17.04
2024-06-02,30,29.48,25.55,33.42
2024-06-09,45,45.93,41.53,50.33
2024-06-16,43,41.33,36.84,45.83
2024-06-23,20,21.72,17.88,25.56
2024-06-30,12,11.92,7.43,16.41
2024-07-07,24,21.75,17.34,26.15
2024-07-14,14,16.98,13.05,20.92
2024-07-21,11,9.47,4.79,14.15
2024-07-28,23,22.77,17.69,27.84
2024-08-04,19,19.68,14.49,24.86
2024-08-11,37,36.76,31.46,42.05
2024-08-18,NA,102.97,70.41,135.52
2024-08-25,NA,169.19,106.52,231.86
2024-09-01,NA,235.42,142.52,328.32
2024-09-08,NA,301.65,178.48,424.81
