Date,data,median,LB,UB
2024-05-05,30,26.18,15.27,37.1
2024-05-12,25,25.89,16.08,35.7
2024-05-19,17,25.6,16.83,34.36
2024-05-26,12,25.3,17.49,33.12
2024-06-02,30,25.01,18.03,31.99
2024-06-09,45,24.72,18.4,31.04
2024-06-16,43,24.43,18.54,30.31
2024-06-23,20,24.13,18.4,29.87
2024-06-30,12,23.84,17.96,29.72
2024-07-07,24,23.55,17.23,29.86
2024-07-14,14,23.25,16.28,30.23
2024-07-21,11,22.96,15.15,30.77
2024-07-28,23,22.67,13.9,31.44
2024-08-04,19,22.38,12.57,32.19
2024-08-11,37,22.08,11.17,33
2024-08-18,NA,21.79,9.73,33.85
2024-08-25,NA,21.5,8.25,34.74
2024-09-01,NA,21.2,6.75,35.66
2024-09-08,NA,20.91,5.23,36.59
