Date,data,median,LB,UB
2024-05-05,30,26.17,6.33,44.99
2024-05-12,25,25.88,3.91,46.74
2024-05-19,17,25.59,4.76,46.17
2024-05-26,12,25.29,4.05,45.04
2024-06-02,30,25,4.98,45.77
2024-06-09,45,24.71,4.75,44.3
2024-06-16,43,24.42,3.89,44.08
2024-06-23,20,24.13,3.4,43.75
2024-06-30,12,23.83,4.31,45.91
2024-07-07,24,23.54,2.67,44.43
2024-07-14,14,23.25,3.04,43.89
2024-07-21,11,22.96,3.46,41.86
2024-07-28,23,22.67,1.33,42.68
2024-08-04,19,22.37,2.89,44.31
2024-08-11,37,22.08,1.38,42.96
2024-08-18,NA,21.79,0,41.34
2024-08-25,NA,21.5,1.98,41.3
2024-09-01,NA,21.21,1.79,41
2024-09-08,NA,20.91,0.82,42.53
