month,day,data,median,LB,UB
4,14,162,162,162,162
4,21,0,83.4942564490415,-0,190.513876647454
4,28,159,104.714477937205,3.00300823146252,204.369368369325
5,5,137,122.766329600462,21.8405533618915,224.727479209834
5,12,149,139.416468159783,36.053323260885,248.32263928072
5,19,138,148.517234792791,45.4734829473466,258.018413797693
5,26,117,150.037591839436,46.5654097746329,257.089149379443
6,2,153,146.74611578519,42.0044677047707,249.081484366726
6,9,177,135.514699612857,27.9998755072446,240.47043702893
6,16,93,120.651817799977,13.0020002303956,232.682733247273
6,23,NaN,103.337424915128,-0,229.026958209317
6,30,NaN,87.6634010136903,-0,228.891977735497
7,7,NaN,73.9145095296185,-0,231.878992764917
7,14,NaN,59.1398980789648,-0,235.165234880004
