Date,data,median,LB,UB
2024-03-31,91,NA,NA,NA
2024-04-07,122,NA,NA,NA
2024-04-14,162,NA,NA,NA
2024-04-21,0,NA,NA,NA
2024-04-28,159,NA,NA,NA
2024-05-05,137,NA,NA,NA
2024-05-12,149,NA,NA,NA
2024-05-19,138,NA,NA,NA
2024-05-26,117,NA,NA,NA
2024-06-02,153,NA,NA,NA
2024-06-09,177,NA,NA,NA
2024-06-16,93,NA,NA,NA
2024-06-23,184,NA,NA,NA
2024-06-30,215,NA,NA,NA
2024-07-07,157,NA,NA,NA
2024-07-14,NA,136.93,38.59,235.28
2024-07-21,NA,136.93,38.59,235.28
2024-07-28,NA,136.93,38.59,235.28
2024-08-04,NA,136.93,38.59,235.28
