Date,data,median,LB,UB
2024-03-31,91,98.03,54.45,141.62
2024-04-07,122,103.59,64.41,142.77
2024-04-14,162,109.15,74.13,144.16
2024-04-21,0,114.7,83.51,145.9
2024-04-28,159,120.26,92.39,148.13
2024-05-05,137,125.82,100.59,151.05
2024-05-12,149,131.38,107.88,154.87
2024-05-19,138,136.93,114.04,159.83
2024-05-26,117,142.49,118.99,165.99
2024-06-02,153,148.05,122.82,173.27
2024-06-09,177,153.6,125.74,181.47
2024-06-16,93,159.16,127.97,190.36
2024-06-23,184,164.72,129.71,199.73
2024-06-30,215,170.28,131.1,209.45
2024-07-07,157,175.83,132.25,219.42
2024-07-14,NA,181.39,133.22,229.57
2024-07-21,NA,186.95,134.05,239.84
2024-07-28,NA,192.5,134.79,250.22
2024-08-04,NA,198.06,135.44,260.68
