Date,data,median,LB,UB
2024-04-21,0,10.71,0,21.19
2024-04-28,19,10.68,0.35,21.44
2024-05-05,15,10.64,0.24,21.26
2024-05-12,8,10.61,0.01,21.76
2024-05-19,12,10.57,0,21.85
2024-05-26,0,10.54,0,20.65
2024-06-02,16,10.5,0.12,21.29
2024-06-09,19,10.47,0.17,21.82
2024-06-16,8,10.43,0.02,22
2024-06-23,14,10.4,0,21.4
2024-06-30,10,10.36,0.38,21.94
2024-07-07,9,10.33,0,21.74
2024-07-14,8,10.29,0.47,20.28
2024-07-21,12,10.26,0.26,20.63
2024-07-28,7,10.22,0,20.51
2024-08-04,NA,10.19,0,19.88
2024-08-11,NA,10.16,0,21.14
2024-08-18,NA,10.12,0,21.35
2024-08-25,NA,10.09,0,20.03
