Date,data,median,LB,UB
2024-04-21,0,10.72,4.95,16.48
2024-04-28,19,10.68,5.5,15.86
2024-05-05,15,10.65,6.01,15.28
2024-05-12,8,10.61,6.48,14.74
2024-05-19,12,10.57,6.89,14.26
2024-05-26,0,10.54,7.2,13.87
2024-06-02,16,10.5,7.39,13.61
2024-06-09,19,10.47,7.44,13.49
2024-06-16,8,10.43,7.32,13.54
2024-06-23,14,10.4,7.06,13.73
2024-06-30,10,10.36,6.67,14.05
2024-07-07,9,10.32,6.2,14.45
2024-07-14,8,10.29,5.66,14.92
2024-07-21,12,10.25,5.07,15.43
2024-07-28,7,10.22,4.45,15.98
2024-08-04,NA,10.18,3.81,16.55
2024-08-11,NA,10.15,3.15,17.14
2024-08-18,NA,10.11,2.48,17.74
2024-08-25,NA,10.07,1.79,18.36
