month,day,data,median,LB,UB
3,24,2,2,2,2
3,31,4,2.53602639626271,-0,7.57104353011835
4,7,3,2.50797249679299,-0,7.61665809567236
4,14,2,2.73076344094476,-0,7.8864837254101
4,21,0,2.74770888107109,-0,7.91004932605358
4,28,2,2.91812304036551,-0,7.96260225594905
5,5,6,3.03442376925041,-0,7.99876997994206
5,12,6,3.04277592219121,-0,7.99304481781798
5,19,1,3.21650162202983,-0,8.20477082940147
5,26,2,3.34763571362057,-0,8.66110435327235
6,2,NaN,3.39916371020012,-0,9.06369469998173
6,9,NaN,3.50567074318541,-0,10.1068977551441
6,16,NaN,3.51193582524805,-0,11.7189653661009
6,23,NaN,3.61002838856773,-0,14.2892254210546
