Date,data,median,LB,UB
2024-04-14,6,5.01,0,12.68
2024-04-21,0,5.38,0,13.1
2024-04-28,2,5.75,0,12.94
2024-05-05,9,6.12,0,13.73
2024-05-12,12,6.49,0,13.96
2024-05-19,5,6.86,0,14.48
2024-05-26,11,7.23,0,14.57
2024-06-02,7,7.6,0.11,14.8
2024-06-09,11,7.96,0.31,14.7
2024-06-16,9,8.33,1.54,15.48
2024-06-23,11,8.7,1.55,15.77
2024-06-30,3,9.07,1.54,15.99
2024-07-07,9,9.44,2.37,16.51
2024-07-14,4,9.81,2.99,16.75
2024-07-21,15,10.18,3.25,17.74
2024-07-28,NA,10.55,3.29,17.84
2024-08-04,NA,10.92,3.05,17.82
2024-08-11,NA,11.29,4.24,19.15
2024-08-18,NA,11.66,4.43,19.36
