Date,data,median,LB,UB
2024-04-14,6,5.02,1.16,8.89
2024-04-21,0,5.39,1.91,8.87
2024-04-28,2,5.76,2.65,8.87
2024-05-05,9,6.13,3.36,8.9
2024-05-12,12,6.5,4.02,8.97
2024-05-19,5,6.86,4.62,9.1
2024-05-26,11,7.23,5.15,9.32
2024-06-02,7,7.6,5.57,9.63
2024-06-09,11,7.97,5.88,10.05
2024-06-16,9,8.34,6.1,10.58
2024-06-23,11,8.7,6.23,11.18
2024-06-30,3,9.07,6.3,11.84
2024-07-07,9,9.44,6.33,12.55
2024-07-14,4,9.81,6.33,13.29
2024-07-21,15,10.18,6.31,14.04
2024-07-28,NA,10.54,6.27,14.82
2024-08-04,NA,10.91,6.21,15.61
2024-08-11,NA,11.28,6.15,16.4
2024-08-18,NA,11.65,6.09,17.21
