Date,data,median,LB,UB
2024-07-14,3,0,0,4.15
2024-07-21,1,1.05,0,5.61
2024-07-28,3,3.25,0,7.14
2024-08-04,3,5.44,2.09,8.78
2024-08-11,4,7.63,4.66,10.59
2024-08-18,5,9.82,6.99,12.64
2024-08-25,14,12.01,9.05,14.97
2024-09-01,18,14.2,10.86,17.54
2024-09-08,23,16.39,12.5,20.28
2024-09-15,10,18.58,14.03,23.14
2024-09-22,24,20.77,15.49,26.06
2024-09-29,NA,22.96,16.91,29.02
2024-10-06,NA,25.15,18.29,32.02
2024-10-13,NA,27.35,19.66,35.03
2024-10-20,NA,29.54,21.02,38.06
