Date,data,median,LB,UB
2024-04-14,162,106.35,17.83,188.77
2024-04-21,0,112.1,19.79,194.55
2024-04-28,159,117.85,33.25,202.6
2024-05-05,137,123.6,42.39,207.63
2024-05-12,149,129.35,47.81,211.36
2024-05-19,138,135.11,52.44,223.67
2024-05-26,117,140.86,59.92,223.54
2024-06-02,153,146.61,59.81,238
2024-06-09,177,152.36,66.19,234.31
2024-06-16,93,158.11,65.95,240.17
2024-06-23,184,163.86,87.52,245.79
2024-06-30,215,169.61,80.86,253.21
2024-07-07,157,175.36,94.95,253.45
2024-07-14,145,181.11,100.77,265.59
2024-07-21,215,186.87,96.22,275.62
2024-07-28,NA,192.62,104.86,275.98
2024-08-04,NA,198.37,113.07,282.04
2024-08-11,NA,204.12,120.22,287.67
2024-08-18,NA,209.87,120.27,295.52
