Date,data,median,LB,UB
2024-04-14,162,106.28,61.34,151.23
2024-04-21,0,112.06,71.67,152.46
2024-04-28,159,117.84,81.74,153.94
2024-05-05,137,123.62,91.45,155.79
2024-05-12,149,129.4,100.66,158.14
2024-05-19,138,135.18,109.16,161.19
2024-05-26,117,140.95,116.73,165.18
2024-06-02,153,146.73,123.13,170.34
2024-06-09,177,152.51,128.28,176.74
2024-06-16,93,158.29,132.28,184.3
2024-06-23,184,164.07,135.33,192.81
2024-06-30,215,169.85,137.68,202.02
2024-07-07,157,175.63,139.52,211.73
2024-07-14,145,181.4,141.01,221.8
2024-07-21,215,187.18,142.24,232.13
2024-07-28,NA,192.96,143.29,242.64
2024-08-04,NA,198.74,144.2,253.29
2024-08-11,NA,204.52,145,264.04
2024-08-18,NA,210.3,145.73,274.87
