Date,data,median,LB,UB
2024-05-12,6,3.08,0,6.85
2024-05-19,1,3.06,0.04,6.09
2024-05-26,2,3.08,0.54,5.62
2024-06-02,0,3.13,0.84,5.42
2024-06-09,10,3.21,1.02,5.41
2024-06-16,3,3.33,1.16,5.51
2024-06-23,3,3.5,1.32,5.69
2024-06-30,2,3.75,1.56,5.94
2024-07-07,4,4.11,1.92,6.29
2024-07-14,3,4.59,2.41,6.77
2024-07-21,4,5.19,3,7.39
2024-07-28,7,5.92,3.63,8.21
2024-08-04,6,6.75,4.21,9.29
2024-08-11,4,7.66,4.64,10.69
2024-08-18,14,8.63,4.86,12.4
2024-08-25,NA,9.61,4.87,14.35
2024-09-01,NA,10.59,4.77,16.41
2024-09-08,NA,11.57,4.61,18.54
2024-09-15,NA,12.55,4.41,20.7
