Date,data,median,LB,UB
2024-04-07,4,5.14,0,11.63
2024-04-14,6,5.39,0,11.87
2024-04-21,0,5.63,0,12.3
2024-04-28,2,5.88,0,12.49
2024-05-05,9,6.13,0,12.58
2024-05-12,12,6.37,0,13.34
2024-05-19,5,6.62,0.25,13.13
2024-05-26,11,6.87,0.04,14.06
2024-06-02,7,7.11,0.33,13.56
2024-06-09,11,7.36,0.11,13.82
2024-06-16,9,7.61,1.6,14.05
2024-06-23,11,7.85,0.87,14.43
2024-06-30,3,8.1,1.77,14.24
2024-07-07,9,8.35,2.02,14.99
2024-07-14,4,8.59,1.46,15.58
2024-07-21,NA,8.84,1.93,15.4
2024-07-28,NA,9.09,2.37,15.67
2024-08-04,NA,9.33,2.73,15.91
2024-08-11,NA,9.58,2.53,16.32
