Date,data,median,LB,UB
2024-05-12,25,21.59,0,47.07
2024-05-19,17,22.17,0,47.81
2024-05-26,12,22.74,0,46.61
2024-06-02,30,23.31,0.14,48.6
2024-06-09,45,23.88,0.5,48.71
2024-06-16,43,24.45,0.16,49.76
2024-06-23,20,25.03,0,49.43
2024-06-30,12,25.6,0.75,49.53
2024-07-07,24,26.17,0.74,48.55
2024-07-14,14,26.74,4.19,50.47
2024-07-21,11,27.31,3.57,50.79
2024-07-28,23,27.88,2.86,50.85
2024-08-04,19,28.46,4.97,51.94
2024-08-11,37,29.03,6.39,52.07
2024-08-18,52,29.6,6.59,54.7
2024-08-25,NA,30.17,6.06,54.37
2024-09-01,NA,30.74,4.63,53.68
2024-09-08,NA,31.31,7.92,57.43
2024-09-15,NA,31.89,7.88,57.45
