Date,data,median,LB,UB
2024-05-12,25,25.43,17.66,33.2
2024-05-19,17,15.34,8.59,22.09
2024-05-26,12,14.28,7.94,20.61
2024-06-02,30,28.71,22.1,35.32
2024-06-09,45,45.78,40.08,51.49
2024-06-16,43,42,35.74,48.27
2024-06-23,20,19.09,12.63,25.55
2024-06-30,12,15.79,10.16,21.41
2024-07-07,24,20.51,14.05,26.97
2024-07-14,14,14.13,7.86,20.4
2024-07-21,11,13.79,8.09,19.5
2024-07-28,23,19.2,12.59,25.81
2024-08-04,19,22.46,16.13,28.8
2024-08-11,37,34.95,28.2,41.7
2024-08-18,52,52.53,44.77,60.3
2024-08-25,NA,65.44,33.32,97.57
2024-09-01,NA,78.36,18.31,138.4
2024-09-08,NA,91.27,3.06,179.47
2024-09-15,NA,104.18,0,220.61
