month,day,data,median,LB,UB
4,14,13,13,13,13
4,21,0,8.8881645304962,-0,28.0552501287809
4,28,19,9.75421961253765,-0,28.3812213499966
5,5,15,11.0911146389806,-0,28.6552197071825
5,12,8,11.7929730686181,-0,29.7681399255059
5,19,12,11.8934581482045,-0,29.4061318241395
5,26,0,11.9360306296141,-0,29.2308937203192
6,2,16,11.6639298584445,-0,29.8152320123322
6,9,19,11.4253938222177,-0,30.3063877707339
6,16,8,11.0413991289428,-0,31.1077456566798
6,23,NaN,10.1933098636245,-0,33.0862856337347
6,30,NaN,9.7138234683875,-0,37.0542447282439
7,7,NaN,9.23736432248218,-0,42.9408679284562
7,14,NaN,8.40737391881339,-0,50.7306704631571
