month,day,data,median,LB,UB
4,14,13,13,13,13
4,21,0,8.74868924955585,-0,27.940662404597
4,28,19,9.79690823602561,-0,28.0878863734895
5,5,15,10.9344262515355,-0,29.6344585484331
5,12,8,12.0174933551485,-0,30.6260532364763
5,19,12,12.0683352128944,-0,29.918720605589
5,26,0,12.2640244950742,-0,30.4601994866516
6,2,16,12.1949618666942,-0,29.8215025487738
6,9,19,11.5622197885275,-0,29.3441445630227
6,16,8,10.9771161412412,-0,30.5604196532797
6,23,NaN,10.49221359973,-0,33.2366829931365
6,30,NaN,9.57172845768101,-0,36.6816205788655
7,7,NaN,8.98438733559221,-0,43.6131751721749
7,14,NaN,8.84599925617832,-0,52.09678207079
