Date,data,median,LB,UB
2024-04-07,15,19.91,6.51,33.31
2024-04-14,36,20.57,9.16,31.97
2024-04-21,0,21.22,11.34,31.1
2024-04-28,21,21.86,13.06,30.66
2024-05-05,30,22.48,14.37,30.59
2024-05-12,25,23.06,15.34,30.78
2024-05-19,17,23.57,16.04,31.1
2024-05-26,12,23.99,16.52,31.47
2024-06-02,30,24.3,16.77,31.83
2024-06-09,45,24.43,16.72,32.15
2024-06-16,43,24.38,16.27,32.49
2024-06-23,20,24.15,15.35,32.95
2024-06-30,12,23.8,13.92,33.68
2024-07-07,24,23.37,11.96,34.78
2024-07-14,14,22.9,9.5,36.3
2024-07-21,NA,22.43,6.64,38.22
2024-07-28,NA,21.96,3.54,40.38
2024-08-04,NA,21.48,0.27,42.7
2024-08-11,NA,21.01,0,45.12
