Date,data,median,LB,UB
2024-05-05,6,3.57,1.01,6.12
2024-05-12,6,3.64,1.34,5.94
2024-05-19,1,3.71,1.66,5.76
2024-05-26,2,3.78,1.95,5.61
2024-06-02,0,3.85,2.22,5.49
2024-06-09,10,3.92,2.44,5.4
2024-06-16,3,4,2.62,5.37
2024-06-23,3,4.07,2.72,5.41
2024-06-30,2,4.14,2.76,5.52
2024-07-07,4,4.21,2.73,5.69
2024-07-14,3,4.28,2.65,5.92
2024-07-21,4,4.35,2.52,6.18
2024-07-28,7,4.42,2.37,6.48
2024-08-04,6,4.5,2.2,6.79
2024-08-11,4,4.57,2.01,7.12
2024-08-18,NA,4.64,1.81,7.46
2024-08-25,NA,4.71,1.61,7.81
2024-09-01,NA,4.78,1.4,8.17
2024-09-08,NA,4.85,1.18,8.52
