"Date","US(CDC)"
2023-12-31,0
2024-01-07,0
2024-01-14,2
2024-01-21,3
2024-01-28,3
2024-02-04,1
2024-02-11,1
2024-02-18,0
2024-02-25,0
2024-03-03,1
2024-03-10,2
2024-03-17,3
2024-03-24,2
2024-03-31,4
2024-04-07,3
2024-04-14,2
2024-04-21,0
2024-04-28,2
2024-05-05,6
2024-05-12,6
2024-05-19,1
2024-05-26,2
2024-06-02,0
2024-06-09,10
2024-06-16,3
2024-06-23,3
2024-06-30,2
2024-07-07,4
2024-07-14,3
2024-07-21,4
2024-07-28,7
