month,day,data,median,LB,UB
4,7,3,3,3,3
4,14,2,1.71320507521726,-0,9.28746405340364
4,21,0,2.06505787965194,-0,9.28846835891129
4,28,2,2.34645011368887,-0,9.7263686483108
5,5,6,2.65641555865799,-0,10.0528567225539
5,12,6,3.10653408611825,-0,10.3737298013827
5,19,1,3.50245054430583,-0,11.0790687240951
5,26,2,4.14246304774149,-0,11.6398970463345
6,2,0,4.7426152352621,-0,12.8661706930331
6,9,10,5.56190192162488,-0,14.3399893698028
6,16,NaN,6.41871277004911,-0,16.5663545600035
6,23,NaN,7.36214632929777,-0,20.0973267181813
6,30,NaN,8.4597710769483,-0,24.9857671034111
7,7,NaN,9.42824306820297,-0,32.9426101443379
