Date,data,median,LB,UB
2024-05-19,5,5.56,0,13.26
2024-05-26,11,6.41,0,14.94
2024-06-02,7,7.25,0,15.67
2024-06-09,11,8.1,0,16.17
2024-06-16,9,8.94,0.75,17.44
2024-06-23,11,9.79,1.62,17.8
2024-06-30,3,10.63,2.23,18.67
2024-07-07,9,11.47,3,19.5
2024-07-14,4,12.32,4.33,21.35
2024-07-21,15,13.16,4.62,21.71
2024-07-28,21,14.01,5.74,22.45
2024-08-04,10,14.85,6.87,22.58
2024-08-11,21,15.69,6.96,23.88
2024-08-18,19,16.54,8.57,25.51
2024-08-25,16,17.38,8.91,25.92
2024-09-01,NA,18.23,9.23,26.23
2024-09-08,NA,19.07,11.09,27.17
2024-09-15,NA,19.92,11.97,28.01
2024-09-22,NA,20.76,12.54,29.6
