Date,data,median,LB,UB
2024-05-19,5,6.21,1.33,11.1
2024-05-26,11,6.83,2.69,10.97
2024-06-02,7,7.45,3.87,11.03
2024-06-09,11,8.08,4.89,11.27
2024-06-16,9,8.73,5.78,11.67
2024-06-23,11,9.41,6.6,12.23
2024-06-30,3,10.16,7.4,12.91
2024-07-07,9,10.97,8.24,13.71
2024-07-14,4,11.86,9.11,14.62
2024-07-21,15,12.82,10.01,15.64
2024-07-28,21,13.83,10.88,16.77
2024-08-04,10,14.86,11.67,18.05
2024-08-11,21,15.89,12.31,19.47
2024-08-18,19,16.93,12.79,21.07
2024-08-25,16,17.96,13.08,22.85
2024-09-01,NA,18.99,13.21,24.78
2024-09-08,NA,20.03,13.25,26.8
2024-09-15,NA,21.06,13.24,28.88
2024-09-22,NA,22.09,13.18,31
