Date,data,median,LB,UB
2024-04-21,0,90.37,6.02,176.43
2024-04-28,159,99.33,19.13,185.95
2024-05-05,137,108.28,28.97,188.91
2024-05-12,149,117.24,38.98,202.66
2024-05-19,138,126.2,47.22,210.06
2024-05-26,117,135.15,53.09,220.63
2024-06-02,153,144.11,58.16,226.53
2024-06-09,177,153.07,69.15,233.92
2024-06-16,93,162.02,76.11,237.63
2024-06-23,184,170.98,94.82,251.13
2024-06-30,215,179.93,99.75,259.25
2024-07-07,157,188.89,104.37,266.46
2024-07-14,145,197.85,118.52,277.18
2024-07-21,215,206.8,130.33,284.65
2024-07-28,259,215.76,138.05,300.54
2024-08-04,NA,224.71,143.26,306.44
2024-08-11,NA,233.67,145.47,311.14
2024-08-18,NA,242.63,163.6,330.83
2024-08-25,NA,251.58,170.48,337.95
