Date,data,median,LB,UB
2024-04-21,0,90.05,46.47,133.63
2024-04-28,159,99.07,59.9,138.24
2024-05-05,137,108.09,73.09,143.1
2024-05-12,149,117.11,85.92,148.3
2024-05-19,138,126.14,98.27,154
2024-05-26,117,135.16,109.94,160.38
2024-06-02,153,144.18,120.69,167.67
2024-06-09,177,153.2,130.31,176.09
2024-06-16,93,162.22,138.73,185.71
2024-06-23,184,171.24,146.02,196.46
2024-06-30,215,180.26,152.4,208.13
2024-07-07,157,189.29,158.1,220.48
2024-07-14,145,198.31,163.3,233.31
2024-07-21,215,207.33,168.16,246.5
2024-07-28,259,216.35,172.77,259.93
2024-08-04,NA,225.37,177.21,273.54
2024-08-11,NA,234.39,181.51,287.28
2024-08-18,NA,243.41,185.71,301.12
2024-08-25,NA,252.44,189.83,315.04
