Date,data,median,LB,UB
2024-04-21,0,28.95,0,94.84
2024-04-28,159,110.37,64.31,156.44
2024-05-05,137,149.43,103.18,195.69
2024-05-12,149,149.96,103.94,195.97
2024-05-19,138,139.53,95.48,183.59
2024-05-26,117,136.11,91.01,181.21
2024-06-02,153,141.9,96.41,187.39
2024-06-09,177,143.73,99.81,187.66
2024-06-16,93,150.9,105.41,196.39
2024-06-23,184,169.21,124.11,214.31
2024-06-30,215,175.51,131.45,219.56
2024-07-07,157,170.64,124.62,216.66
2024-07-14,145,173.68,127.43,219.94
2024-07-21,215,202.65,156.58,248.71
2024-07-28,259,255.42,189.52,321.31
2024-08-04,NA,313.59,176.88,450.3
2024-08-11,NA,371.76,152.58,590.94
2024-08-18,NA,429.93,125.97,733.9
2024-08-25,NA,488.1,98.55,877.66
