Date,data,median,LB,UB
2024-03-17,16,15,15,15
2024-03-24,23,31.60136165,1.486703895,61.19820815
2024-03-31,8,15.29329518,0,43.23687399
2024-04-07,12,14.19133938,0,41.79866879
2024-04-14,13,14.34563474,0,39.09889371
2024-04-21,0,14.30252829,0,40.00650816
2024-04-28,19,14.22192631,0,45.58773686
2024-05-05,15,14.3180322,0,58.84630063
2024-05-12,8,13.83624172,0,83.12222071
2024-05-19,12,14.06332709,0,124.1444559
2024-05-26,NaN,13.36124453,0,181.3677681
2024-06-02,NaN,12.93786458,0,265.7683748
2024-06-09,NaN,12.47830773,0,358.5867569
2024-06-16,NaN,11.59825709,0,470.4722592
