Date,data,median,LB,UB
2024-03-17,16,16,16,16
2024-03-24,23,13.08458593,0,31.38201183
2024-03-31,8,13.92773922,0,30.68752593
2024-04-07,12,14.180079,0,30.42570436
2024-04-14,13,13.94915688,0,29.93773013
2024-04-21,0,13.11767738,0,29.18907729
2024-04-28,19,12.22978746,0,28.39736014
2024-05-05,15,11.27321276,0,27.06218399
2024-05-12,8,10.37484677,0,26.77806017
2024-05-19,12,9.663025548,0,26.61180684
2024-05-26,NaN,8.549527047,0,26.93855457
2024-06-02,NaN,8.105848,0,27.68063776
2024-06-09,NaN,7.40534934,0,28.97097518
2024-06-16,NaN,7.170695502,0,29.73463929
