Date,data,median,LB,UB
2024-03-17,16,15.5,15,16
2024-03-24,23,20.23442079,0,56.58665223
2024-03-31,8,14.75401259,0,38.77699002
2024-04-07,12,14.10902358,0,37.53729314
2024-04-14,13,13.82997398,0,35.81359918
2024-04-21,0,13.79996556,0,36.05129083
2024-04-28,19,12.89388455,0,39.39403242
2024-05-05,15,12.39804065,0,46.93795509
2024-05-12,8,11.75727546,0,55.37780293
2024-05-19,12,11.02485597,0,56.0583639
2024-05-26,NaN,10.996639,0,58.67918612
2024-06-02,NaN,10.2271277,0,55.90703198
2024-06-09,NaN,9.486733579,0,54.11766189
2024-06-16,NaN,8.813152916,0,49.27609596
