month,day,data,median,LB,UB
5,25,342,342,342,342
6,1,322,206.128961256438,-0,435.534215182915
6,8,308,269.44719936384,56.3584592928305,503.604819507481
6,15,360,335.13407470388,109.44668236216,561.61880838033
6,22,419,406.810731084668,183.882849243375,637.559442259168
6,29,417,478.409968323869,257.844026938335,704.050265154953
7,6,463,552.200212539003,323.302617916153,781.222686837314
7,13,500,621.671763670707,398.144417289613,849.95829141522
7,20,609,681.952407525607,454.507684700394,905.746608499387
7,27,743,741.083380868173,513.338805699576,975.316434334989
8,3,891,786.455966069929,556.546250429092,1014.58227405481
8,10,971,820.326077466809,592.372012902124,1042.3531165086
8,17,936,841.91167047466,613.751166744487,1071.96927753429
8,24,902,854.803579076043,613.777148937016,1088.86741748306
8,31,663,849.776078754413,587.319418148493,1112.24854492271
9,7,NaN,841.296524659368,565.795320739415,1139.9037258448
9,14,NaN,818.395959337488,510.703776057338,1170.6798863986
9,21,NaN,787.117226295435,460.990259616129,1208.45058539938
9,28,NaN,740.544378930974,390.673402016418,1251.38130154915
