month,day,data,median,LB,UB
5,25,342,342,342,342
6,1,322,204.383327219454,-0,423.419926463872
6,8,308,268.357883460274,49.4820647137494,495.279173458452
6,15,360,334.559984727421,113.075578900568,553.540274000602
6,22,419,408.770304704425,187.018109774915,631.091450987927
6,29,417,477.599212801674,253.508892908288,704.774926124771
7,6,463,551.098359562953,331.335038122771,773.457195293118
7,13,500,620.24265423209,389.747735211845,851.091233060164
7,20,609,683.031217030815,456.557389626103,911.596333003883
7,27,743,740.558895809688,512.234517401282,964.047404089029
8,3,891,789.19164626873,566.649677789575,1011.05421787681
8,10,971,821.305222943468,598.652834953072,1054.44552377983
8,17,936,844.935276881729,613.28818694756,1069.82177684341
8,24,902,851.203735372384,617.677087372494,1086.19722435267
8,31,663,848.37121932131,594.679140125041,1102.88137928989
9,7,NaN,839.551524899573,551.127206166651,1137.86426620124
9,14,NaN,808.865765587801,507.921162190663,1165.61804853865
9,21,NaN,777.552401927636,447.820104112195,1216.58714323655
9,28,NaN,731.562044329322,380.487606470002,1266.69345547752
