Date,data,median,LB,UB
2024-04-28,2,6.14,1.71,10.57
2024-05-05,9,6.59,2.6,10.57
2024-05-12,12,7.03,3.47,10.6
2024-05-19,5,7.48,4.31,10.65
2024-05-26,11,7.93,5.09,10.76
2024-06-02,7,8.37,5.81,10.94
2024-06-09,11,8.82,6.43,11.21
2024-06-16,9,9.27,6.94,11.59
2024-06-23,11,9.71,7.32,12.1
2024-06-30,3,10.16,7.59,12.72
2024-07-07,9,10.61,7.77,13.44
2024-07-14,4,11.05,7.88,14.23
2024-07-21,15,11.5,7.94,15.06
2024-07-28,21,11.95,7.96,15.93
2024-08-04,10,12.39,7.96,16.82
2024-08-11,NA,12.84,7.94,17.74
2024-08-18,NA,13.28,7.91,18.66
2024-08-25,NA,13.73,7.86,19.6
2024-09-01,NA,14.18,7.81,20.55
