Date,data,median,LB,UB
2024-04-28,2,3.13,0,10.14
2024-05-05,9,7.91,2.93,12.9
2024-05-12,12,9.62,4.63,14.6
2024-05-19,5,8.87,3.88,13.85
2024-05-26,11,8.5,3.75,13.24
2024-06-02,7,9.02,4.14,13.9
2024-06-09,11,9.79,4.86,14.72
2024-06-16,9,9.74,5.01,14.47
2024-06-23,11,8.35,3.42,13.28
2024-06-30,3,6.25,1.37,11.13
2024-07-07,9,5.89,1.15,10.64
2024-07-14,4,8.81,3.83,13.79
2024-07-21,15,14.1,9.12,19.09
2024-07-28,21,16.14,11.15,21.12
2024-08-04,10,12.88,5.88,19.89
2024-08-11,NA,7.59,0,22.8
2024-08-18,NA,2.29,0,27.08
2024-08-25,NA,0,0,31.6
2024-09-01,NA,0,0,36.22
