Date,data,median,LB,UB
2024-05-19,17,22.14,0,45.8
2024-05-26,12,22.61,0,46.91
2024-06-02,30,23.07,0,47.04
2024-06-09,45,23.54,0,48.71
2024-06-16,43,24,0,49.45
2024-06-23,20,24.47,0,47.29
2024-06-30,12,24.93,1.48,49.29
2024-07-07,24,25.39,2.15,51.01
2024-07-14,14,25.86,2.36,51.96
2024-07-21,11,26.32,1.17,51.16
2024-07-28,23,26.79,4.26,52.92
2024-08-04,19,27.25,3.02,53
2024-08-11,37,27.72,5.54,50.26
2024-08-18,52,28.18,5.62,51.6
2024-08-25,22,28.65,5.57,51.87
2024-09-01,NA,29.11,5.24,50.99
2024-09-08,NA,29.58,6,54.37
2024-09-15,NA,30.04,6.92,55.39
2024-09-22,NA,30.51,6.41,52.95
