Date,data,median,LB,UB
2024-05-19,17,14.92,1,28.84
2024-05-26,12,16.17,5.37,26.97
2024-06-02,30,29.58,19.24,39.92
2024-06-09,45,43.8,32.95,54.66
2024-06-16,43,38.29,28.4,48.18
2024-06-23,20,24.4,13.93,34.87
2024-06-30,12,16.52,5.83,27.21
2024-07-07,24,15.82,6,25.64
2024-07-14,14,16.73,6.03,27.42
2024-07-21,11,15.12,4.65,25.59
2024-07-28,23,15.75,5.86,25.65
2024-08-04,19,24.34,13.49,35.19
2024-08-11,37,40.03,29.69,50.38
2024-08-18,52,43.62,32.82,54.42
2024-08-25,22,25.9,11.97,39.82
2024-09-01,NA,0,0,35.99
2024-09-08,NA,0,0,36.23
2024-09-15,NA,0,0,37
2024-09-22,NA,0,0,37.91
