Date,data,median,LB,UB
2024-05-19,17,22.15,9.19,35.11
2024-05-26,12,22.61,10.96,34.27
2024-06-02,30,23.08,12.66,33.49
2024-06-09,45,23.54,14.26,32.82
2024-06-16,43,24.01,15.72,32.3
2024-06-23,20,24.47,16.97,31.97
2024-06-30,12,24.94,17.95,31.92
2024-07-07,24,25.4,18.59,32.21
2024-07-14,14,25.86,18.88,32.85
2024-07-21,11,26.33,18.83,33.83
2024-07-28,23,26.79,18.5,35.08
2024-08-04,19,27.26,17.98,36.54
2024-08-11,37,27.72,17.31,38.14
2024-08-18,52,28.19,16.53,39.84
2024-08-25,22,28.65,15.69,41.61
2024-09-01,NA,29.11,14.79,43.44
2024-09-08,NA,29.58,13.85,45.31
2024-09-15,NA,30.04,12.88,47.21
2024-09-22,NA,30.51,11.88,49.13
