Date,data,median,LB,UB
2024-06-23,2,1.14,0,2.47
2024-06-30,1,1.52,0.03,3.09
2024-07-07,2,1.9,0.42,3.39
2024-07-14,3,2.29,0.84,3.75
2024-07-21,1,2.67,1.19,4.16
2024-07-28,3,3.05,1.53,4.6
2024-08-04,3,3.43,2.07,4.96
2024-08-11,4,3.82,2.27,5.34
2024-08-18,5,4.2,2.69,5.64
2024-08-25,NA,4.58,3.08,6.07
2024-09-01,NA,4.97,3.44,6.43
2024-09-08,NA,5.35,3.77,6.77
2024-09-15,NA,5.73,4.16,7.19
