Date,data,median,LB,UB
2024-06-23,2,1.45,0.34,2.56
2024-06-30,1,1.62,0.81,2.44
2024-07-07,2,1.83,1.13,2.53
2024-07-14,3,2.08,1.4,2.76
2024-07-21,1,2.4,1.71,3.09
2024-07-28,3,2.82,2.13,3.5
2024-08-04,3,3.33,2.63,4.03
2024-08-11,4,3.92,3.11,4.73
2024-08-18,5,4.55,3.44,5.66
2024-08-25,NA,5.19,3.6,6.77
2024-09-01,NA,5.83,3.7,7.95
2024-09-08,NA,6.46,3.77,9.16
2024-09-15,NA,7.1,3.82,10.38
