Date,data,median,LB,UB
2024-05-05,9,6.79,0,15.43
2024-05-12,12,7.33,0,16.3
2024-05-19,5,7.86,0,16.59
2024-05-26,11,8.39,0,17.58
2024-06-02,7,8.93,0,18.19
2024-06-09,11,9.46,0.15,17.77
2024-06-16,9,10,1.46,18.86
2024-06-23,11,10.53,2.05,19.61
2024-06-30,3,11.06,2.39,20.56
2024-07-07,9,11.6,2.63,20.64
2024-07-14,4,12.13,3.76,21.64
2024-07-21,15,12.66,3.79,22.03
2024-07-28,21,13.2,5.12,21.32
2024-08-04,10,13.73,5.52,22.26
2024-08-11,21,14.26,5.86,22.75
2024-08-18,NA,14.8,6.21,22.75
2024-08-25,NA,15.33,6.66,24.19
2024-09-01,NA,15.86,7.38,25.07
2024-09-08,NA,16.4,7.75,24.6
