Date,data,median,LB,UB
2024-05-05,9,9.1,3.57,14.62
2024-05-12,12,8.88,4.54,13.21
2024-05-19,5,8.67,5.05,12.29
2024-05-26,11,8.51,5.2,11.81
2024-06-02,7,8.4,5.19,11.6
2024-06-09,11,8.37,5.16,11.57
2024-06-16,9,8.45,5.22,11.67
2024-06-23,11,8.69,5.46,11.92
2024-06-30,3,9.16,5.94,12.39
2024-07-07,9,9.93,6.73,13.14
2024-07-14,4,11.01,7.81,14.22
2024-07-21,15,12.35,9.05,15.66
2024-07-28,21,13.87,10.25,17.49
2024-08-04,10,15.48,11.15,19.81
2024-08-11,21,17.14,11.61,22.66
2024-08-18,NA,18.81,11.69,25.94
2024-08-25,NA,20.49,11.57,29.41
2024-09-01,NA,22.16,11.34,32.99
2024-09-08,NA,23.84,11.06,36.62
