Date,data,median,LB,UB
2024-05-05,9,6.81,2.08,11.53
2024-05-12,12,7.34,3.09,11.59
2024-05-19,5,7.87,4.08,11.67
2024-05-26,11,8.4,5.02,11.79
2024-06-02,7,8.94,5.92,11.96
2024-06-09,11,9.47,6.74,12.2
2024-06-16,9,10,7.45,12.55
2024-06-23,11,10.53,8.05,13.01
2024-06-30,3,11.07,8.52,13.61
2024-07-07,9,11.6,8.86,14.33
2024-07-14,4,12.13,9.11,15.15
2024-07-21,15,12.66,9.28,16.04
2024-07-28,21,13.19,9.4,16.99
2024-08-04,10,13.73,9.48,17.97
2024-08-11,21,14.26,9.53,18.98
2024-08-18,NA,14.79,9.57,20.01
2024-08-25,NA,15.32,9.59,21.06
2024-09-01,NA,15.85,9.6,22.11
2024-09-08,NA,16.39,9.6,23.17
