month,day,data,median,LB,UB
3,31,8,8,8,8
4,7,4,3.30375596053191,-0,11.3964352854611
4,14,6,4.22339884558076,-0,12.2753977250514
4,21,0,5.10739485375726,-0,12.9727345590667
4,28,2,6.05468795455701,-0,13.8730992320663
5,5,9,6.83745919365829,-0,15.1792920639224
5,12,12,7.54666298696753,-0,15.6228272159261
5,19,5,8.05847867133068,0.00919041698012268,16.2092558672587
5,26,11,8.41529303889279,0.373540564223,16.8866347796617
6,2,7,8.66649165605967,-0,17.8452087750559
6,9,NaN,8.7322722578992,-0,19.6225947860334
6,16,NaN,8.32471986214142,-0,22.782030278352
6,23,NaN,7.96885623583003,-0,26.7745308610449
6,30,NaN,7.51782308298557,-0,31.8070351424331
