month,day,data,median,LB,UB
3,31,4,4,4,4
4,7,3,2.25051620268374,-0,7.48522763293057
4,14,2,2.7005690315068,-0,7.74210727767291
4,21,0,3.14814991197086,-0,8.02180463267136
4,28,2,3.28148188982939,-0,8.33526945647275
5,5,6,3.21598363214521,-0,8.36577483147874
5,12,6,3.04917719101436,-0,8.00312044074627
5,19,1,2.67089058570427,-0,7.68858898966755
5,26,2,2.36412893291536,-0,7.28193513152643
6,2,0,2.03128983848281,-0,7.09312482772657
6,9,NaN,1.68473381701599,-0,7.1930023070033
6,16,NaN,1.4410992134888,-0,7.19081882067725
6,23,NaN,1.16778611900933,-0,7.63843889022177
6,30,NaN,1.12417775560015,-0,8.16963689098708
