month,day,data,median,LB,UB
3,31,4,4,4,4
4,7,3,2.19497714516532,-0,7.29648345349501
4,14,2,2.72162097695278,-0,7.77217843865249
4,21,0,3.1158280040343,-0,8.29671302224343
4,28,2,3.27510170683617,-0,8.40903994220546
5,5,6,3.23631323521386,-0,8.40851453833001
5,12,6,3.00072725422871,-0,7.94764785112252
5,19,1,2.70673308189914,-0,7.57411331034638
5,26,2,2.37585735067097,-0,7.38429972665748
6,2,0,1.99933765083899,-0,7.12655398778046
6,9,NaN,1.73404069752579,-0,7.0441242244966
6,16,NaN,1.44838325198353,-0,6.99861133399134
6,23,NaN,1.21437731560279,-0,7.54683170185806
6,30,NaN,1.09001777406475,-0,8.27261554728182
