Date,data,median,LB,UB
2024-04-28,21,21.75,11.34,32.16
2024-05-05,30,28.84,20.55,37.13
2024-05-12,25,25.05,17.21,32.9
2024-05-19,17,15.65,7.32,23.97
2024-05-26,12,15.57,8.1,23.04
2024-06-02,30,29.05,21.06,37.04
2024-06-09,45,44.88,36.69,53.06
2024-06-16,43,38.83,31.42,46.24
2024-06-23,20,23.11,14.92,31.29
2024-06-30,12,16.85,8.86,24.84
2024-07-07,24,16.11,8.64,23.58
2024-07-14,14,16.14,7.81,24.46
2024-07-21,11,15.52,7.67,23.36
2024-07-28,23,18.1,9.81,26.39
2024-08-04,19,20.56,10.15,30.97
2024-08-11,NA,19.32,0,50.03
2024-08-18,NA,18.07,0,72.53
2024-08-25,NA,16.82,0,95.41
2024-09-01,NA,15.58,0,118.4
