Date,data,median,LB,UB
2024-04-28,21,27.12,7.31,45.56
2024-05-05,30,26.54,8.38,45.48
2024-05-12,25,25.96,7.67,44.64
2024-05-19,17,25.38,6.74,45
2024-05-26,12,24.8,4.83,44.63
2024-06-02,30,24.22,4.3,42.01
2024-06-09,45,23.64,5.38,42.63
2024-06-16,43,23.06,4.95,43.03
2024-06-23,20,22.48,4.18,42.82
2024-06-30,12,21.9,2.3,41.26
2024-07-07,24,21.32,3.77,41.68
2024-07-14,14,20.74,1.87,40.81
2024-07-21,11,20.16,2.88,37.72
2024-07-28,23,19.58,2,37.83
2024-08-04,19,19,1.02,37.09
2024-08-11,NA,18.42,0,35.47
2024-08-18,NA,17.84,0,37.16
2024-08-25,NA,17.26,0,37.01
2024-09-01,NA,16.68,0,34.17
