Date,data,median,LB,UB
2024-04-28,21,27.14,17.06,37.23
2024-05-05,30,26.56,17.5,35.62
2024-05-12,25,25.98,17.88,34.08
2024-05-19,17,25.4,18.18,32.61
2024-05-26,12,24.81,18.36,31.26
2024-06-02,30,24.23,18.39,30.07
2024-06-09,45,23.65,18.21,29.09
2024-06-16,43,23.07,17.77,28.36
2024-06-23,20,22.48,17.05,27.92
2024-06-30,12,21.9,16.07,27.74
2024-07-07,24,21.32,14.87,27.77
2024-07-14,14,20.74,13.52,27.96
2024-07-21,11,20.16,12.06,28.26
2024-07-28,23,19.57,10.51,28.64
2024-08-04,19,18.99,8.91,29.08
2024-08-11,NA,18.41,7.26,29.56
2024-08-18,NA,17.83,5.59,30.07
2024-08-25,NA,17.25,3.89,30.6
2024-09-01,NA,16.66,2.18,31.15
