month,day,data,median,LB,UB
4,14,2,2,2,2
4,21,0,2.22921217015372,-0,10.0945615335783
4,28,2,2.42367395130477,-0,10.6340052084633
5,5,6,2.92549698279492,-0,10.9604640735277
5,12,6,3.3033656790929,-0,11.2171596600306
5,19,1,3.67347822288651,-0,11.6257571278588
5,26,2,3.95526157168607,-0,11.7883735465475
6,2,0,4.14292434395394,-0,12.1243260071416
6,9,10,4.25817163079176,-0,12.4587710894889
6,16,3,4.49617732737479,-0,13.2251196277025
6,23,NaN,4.60453774307028,-0,14.6257546355964
6,30,NaN,4.65652859053063,-0,17.6971020281176
7,7,NaN,4.58451522374039,-0,22.8999224746772
7,14,NaN,4.48697206007407,-0,30.3713927024869
