month,day,data,median,LB,UB
3,31,21,21,21,21
4,7,15,17.5843509668979,-0,45.2899699685018
4,14,36,18.7673192083499,-0,46.0798738065718
4,21,0,19.7469738311828,-0,46.9073924106674
4,28,21,20.8921953929225,-0,47.2093482657953
5,5,30,20.9311030326556,-0,48.2148411063865
5,12,25,21.7279475702299,-0,48.6113049257127
5,19,17,22.3694956916719,-0,50.3250066496766
5,26,12,22.6485397343753,-0,51.2742377464289
6,2,30,23.0163998128599,-0,51.4091856129903
6,9,NaN,23.5121259749003,-0,56.2331251717417
6,16,NaN,23.5048572593522,-0,59.5158715459474
6,23,NaN,23.9034639619945,-0,64.6008946887063
6,30,NaN,24.4546638190929,-0,72.2252781320116
