month,day,data,median,LB,UB
6,23,2,2,2,2
6,30,1,1,0,3
7,7,2,1,0,4
7,14,3,2,0,5
7,21,1,2,0,6
7,28,3,3,0,7
8,4,3,4,1,9
8,11,4,6,2,11
8,18,5,8,3,15
8,25,14,11,4,19
9,1,18,15,7,25
9,8,NaN,20,10,33
9,15,NaN,28,13,45
9,22,NaN,37,16,63
9,29,NaN,51,20,86
