Date,data,median,LB,UB
2024-04-14,6,6,6,6
2024-04-21,0,2.993487287,0,11.45928432
2024-04-28,2,4.213949086,0,12.81971843
2024-05-05,9,7.577727416,0,18.97176063
2024-05-12,12,8.612405379,0.111545036,18.86282128
2024-05-19,5,8.961840501,0.288273382,17.92779934
2024-05-26,11,9.054930553,0.429259946,17.45037165
2024-06-02,7,9.073436614,0.385584448,17.62182523
2024-06-09,11,9.127066565,0.643442021,17.88101074
2024-06-16,9,9.019804607,0,18.71558039
2024-06-23,NaN,8.783762381,0,20.17631415
2024-06-30,NaN,8.369282407,0,21.99953458
2024-07-07,NaN,8.004645267,0,25.37475878
2024-07-14,NaN,7.702032956,0,28.37669633
