Date,data,median,LB,UB
2024-04-14,6,6,6,6
2024-04-21,0,2.353608607,0,10.86579111
2024-04-28,2,3.171552637,0,12.65203617
2024-05-05,9,9.444161256,0,20.94126558
2024-05-12,12,10.32612802,0.113700546,20.65903959
2024-05-19,5,9.092503145,0,19.02307871
2024-05-26,11,8.569149713,0,18.45624751
2024-06-02,7,8.648555516,0,17.82162499
2024-06-09,11,8.915542072,0,17.90904816
2024-06-16,9,9.348352036,0,19.18206047
2024-06-23,NaN,9.972303875,0,21.1091101
2024-06-30,NaN,10.236937,0,24.30306979
2024-07-07,NaN,10.4762133,0,28.50373063
2024-07-14,NaN,10.49554891,0,34.18765694
