Date,data,median,LB,UB
2024-04-14,6,6,6,6
2024-04-21,0,3.728600849,0,11.43721513
2024-04-28,2,4.947131457,0,12.3065906
2024-05-05,9,6.248118821,0,13.71479054
2024-05-12,12,7.579370237,0.165151842,15.14788339
2024-05-19,5,8.607560573,0.712156084,16.28903613
2024-05-26,11,9.3791017,1.838575343,17.13158615
2024-06-02,7,9.671757297,2.143034307,17.3694917
2024-06-09,11,9.393891687,1.568992455,17.38331164
2024-06-16,9,8.861480893,0.557046446,17.49697066
2024-06-23,NaN,7.928425687,0,17.77769859
2024-06-30,NaN,6.969632676,0,18.04427497
2024-07-07,NaN,6.014354914,0,19.4850662
2024-07-14,NaN,4.975948045,0,21.39613458
