Date,data,median,LB,UB
2024-04-14,6,6,6,6
2024-04-21,0,3.613587357,0,11.10513864
2024-04-28,2,4.748206378,0,12.28591885
2024-05-05,9,6.193330995,0,13.80041147
2024-05-12,12,7.466700825,0,15.40403744
2024-05-19,5,8.542877166,1.012721419,16.40310642
2024-05-26,11,9.430870873,1.774990854,16.98466167
2024-06-02,7,9.563491273,2.035713558,17.01604442
2024-06-09,11,9.503188372,1.656185059,17.05226346
2024-06-16,9,8.7807355,0.603260555,16.71809343
2024-06-23,NaN,7.896933665,0,17.07376786
2024-06-30,NaN,6.859326092,0,17.10604324
2024-07-07,NaN,5.971881832,0,18.22889501
2024-07-14,NaN,5.019288024,0,18.77816661
