month,day,data,median,LB,UB
4,28,19,19,19,19
5,5,15,10.1003487280783,-0,24.7103488272271
5,12,8,10.5004982985318,-0,24.5494628453977
5,19,12,10.676714149336,-0,24.8013700078309
5,26,0,10.8237978033169,-0,24.5291232971493
6,2,16,11.375890130563,-0,25.2451016252587
6,9,19,11.7378495698029,-0,25.4056994116454
6,16,8,11.797052297829,-0,25.3094414698523
6,23,14,12.1301726751326,-0,26.0098428280027
6,30,10,12.1510658162095,-0,26.7923328936734
7,7,NaN,12.2818800990982,-0,28.2882967563444
7,14,NaN,12.7095731813487,-0,30.1986961342738
7,21,NaN,12.8575039464797,-0,33.0018548280798
7,28,NaN,12.6787949073448,-0,37.6150282156848
