Date,data,median,LB,UB
2024-05-05,137,NA,NA,NA
2024-05-12,149,NA,NA,NA
2024-05-19,138,NA,NA,NA
2024-05-26,117,NA,NA,NA
2024-06-02,153,NA,NA,NA
2024-06-09,177,NA,NA,NA
2024-06-16,93,NA,NA,NA
2024-06-23,184,NA,NA,NA
2024-06-30,215,NA,NA,NA
2024-07-07,157,NA,NA,NA
2024-07-14,145,NA,NA,NA
2024-07-21,215,NA,NA,NA
2024-07-28,259,NA,NA,NA
2024-08-04,183,NA,NA,NA
2024-08-11,234,NA,NA,NA
2024-08-18,NA,234,132.43,335.57
2024-08-25,NA,234,90.36,377.64
2024-09-01,NA,234,58.08,409.92
2024-09-08,NA,234,30.86,437.14
